"Print your ad renew","Print your ad renew","{{user_first_name}},{{user_last_name}},{{text_ad_title}},{{text_ad_category}},{{text_ad_description}},{{url_ad_main_photo}},{{text_ad_views}},{{text_ad_enquiries}},{{url_ad_print_renew}},{{url_ad_edit}},{{url_ad_mark_sold}},{{url_ad_view}},{{url_account_dashboard}},{{url_turn_off_alert}}",0,,,"<b>Sending conditions:</b>Sent on Monday at 9am to sellers who match these conditions:\nAdvert was published in previous print edition\nAdvert is still live\nAdvert print product has expired before the next edition",0
"Low views - boost response","Low views - boost response","{{user_first_name}},{{user_last_name}},{{text_ad_title}},{{text_ad_category}},{{text_ad_description}},{{url_ad_main_photo}},{{text_ad_views}},{{text_ad_enquiries}},{{url_ad_upsell}},{{url_ad_edit}},{{url_ad_mark_sold}},{{url_ad_view}},{{url_account_dashboard}},{{url_turn_off_alert}}",1,"advert_ within_x_hours ",72,"<b>Sending conditions:</b>Sent to a seller who has not reached a defined number of views to their advert within 72(X) hours of it going live (or within 72(X) hours of it being posted again after expiring).This number of views is definable in admin per category. Sent 72(X) hours after advert posted.",0
"Low enquiries - boost response","Low enquiries - boost response","{{user_first_name}},{{user_last_name}},{{text_ad_title}},{{text_ad_category}},{{text_ad_description}},{{url_ad_main_photo}},{{text_ad_views}},{{text_ad_enquiries}},{{url_ad_upsell}},{{url_ad_edit}},{{url_ad_mark_sold}},{{url_ad_view}},{{url_account_dashboard}},{{url_turn_off_alert}}",1,"advert_ within_x_hours ",72,"<b>Sending conditions:</b>Sent to a seller who has not reached a defined number of enquiries about their advert within 72(X) hours of it going live (or within 72(X) hours of it being posted again after expiring). This number of enquiries is definable in admin per category.Sent 72(X) hours after advert posted.",0
"Ad needs renewing (4 days left)","Ad needs renewing (4 days left)","{{user_first_name}},{{user_last_name}},{{text_ad_title}},{{text_ad_category}},{{text_ad_description}},{{url_ad_main_photo}},{{url_ad_renew}},{{url_ad_edit}},{{url_ad_mark_sold}},{{url_ad_view}},{{url_account_dashboard}},{{url_turn_off_alert}}",1,"advert_with_x_days_left_to_expire",4,"<b>Sending conditions:</b>Sent to a seller who has a live advert with 4(X) days left to expire.",0
"Ad is expired","Ad is expired","{{user_first_name}},{{user_last_name}},{{text_ad_title}},{{text_ad_category}},{{text_ad_description}},{{url_ad_main_photo}},{{text_ad_views}},{{text_ad_enquiries}},{{url_ad_repost}},{{url_ad_mark_sold}},{{url_account_dashboard}}",0,,,"<b>Sending conditions:</b>Sent to a seller at the time that a live advert expires.",0
"You have an enquiry / reply - Seller","You have an enquiry / reply - Seller","{{user_first_name}},{{user_last_name}},{{sender_profile_name}},{{text_ad_title}},{{text_ad_category}},{{text_ad_description}},{{url_ad_main_photo}},{{text_enquiry_text}},{{text_enquiry_thread}},{{email_reply_address}},{{url_reply_seller}},{{url_ad_edit}},{{url_ad_view}},{{url_review_buyer}},{{url_account_dashboard}}",0,,,"<b>Sending conditions:</b>Sent to a seller at the time that an enquiry or a reply is sent to them regarding an advert.",0
"You have a reply - Buyer","You have a reply - Buyer","{{user_first_name}},{{user_last_name}},{{sender_profile_name}},{{text_ad_title}},{{text_ad_category}},{{text_ad_description}},{{text_enquiry_text}},{{text_enquiry_thread}},{{email_reply_address}},{{url_reply_seller}} - I assume we want to allow them to either reply to an email or via the website, so have included both.,{{url_ad_edit}},{{url_ad_view}},{{url_review_seller}},{{url_account_dashboard}}",0,,,"<b>Sending conditions:</b>Sent to a buyer at the time that they receive a reply from a seller.",0
"You have a review","You have a review","{{user_first_name}},{{user_last_name}},{{reviewer_profile_name}},{{review_ rating}} - not sure how we would format this.,{{text_review_content}},{{text_ad_title}},{{text_ad_category}},{{text_ad_description}},{{url_ad_main_photo}},{{url_report_review}},{{url_review_buyer}},{{url_comment_on_review}},{{url_account_dashboard}}",0,,,"<b>Sending conditions:</b>Sent to a user at the time that a review about them is submitted",0
"You need to leave a review - seller","You need to leave a review - seller","{{user_first_name}},{{user_last_name}},{{buyer_profile_name}},{{text_ad_title}},{{text_ad_category}},{{text_ad_description}},{{url_ad_main_photo}},{{url_review_buyer}},{{url_account_dashboard}},{{url_turn_off_alert}}",0,,,"<b>Sending conditions:</b>Sent to a seller that both:Has received an order through the site and has marked the order as closed.\nHas not left a review of the buyer of this item at the time of marking the order closed.\nThis should be sent at the time of marking the order closed.",0
"You need to leave a review - buyer","You need to leave a review - buyer","{{user_first_name}},{{user_last_name}},{{seller_profile_name}},{{text_ad_title}},{{text_ad_category}},{{text_ad_description}},{{url_ad_main_photo}},{{url_review_seller}},{{url_account_dashboard}},{{url_turn_off_alert}}",1,"x_hours_after_order_closed",96,"<b>Sending conditions:<b/>Sent to a buyer that both:\nHas purchased an item through the site.\nHas not left a review for the seller regarding this item 96(X) hours after the order is marked as closed. To be sent 96(X) hours after the order has been marked as close",0
"Confirmation of purchase - Your order with FAD","Confirmation of purchase - Your order with FAD","{{user_first_name}},{{user_last_name}},{{text_item_title}},{{text_item_category}},{{text_item_description}},{{text_total_cost}},{{url_item_main_photo}},{{text_delivery_method}},{{text_order_number}},{{seller_profile_name}},{{url_review_seller}},{{url_contact_seller}},{{url_account_dashboard}}",0,,,"<b>Sending conditions:</b>Sent to a user when any item is ordered and paid for via the site.",0
"Order updates from seller - delivery status","Order updates from seller - delivery status","{{user_first_name}},{{user_last_name}},{{text_item_title}},{{text_item_category}},{{text_item_description}},{{url_item_main_photo}},{{text_delivery_status}},{{text_order_number}},{{seller_first_name}},{{seller_last name}},{{url_contact_seller}},{{url_account_dashboard}}",0,,,"<b>Sending conditions:</b>Sent to a user that has ordered and paid for an item via the site, when the seller updates the delivery status.",0
"You have a new order!","You have a new order!","{{user_first_name}},{{user_last_name}},{{text_item_title}},{{text_item_category}},{{text_item_description}},{{url_item_main_photo}},{{text_delivery_method}},{{text_order_number}},{{buyer_first_name}},{{buyer_last_name}},{{buyer_delivery_address}},{{url_contact_buyer}},{{url_set_delivery_status}},{{url_account_dashboard}}",0,,,"<b>Sending conditions:</b>Sent to a user that has received an ordered for an item via the site.",0
"Email alerts","Email alerts","{{user_first_name}},{{user_last_name}},{{text_alert_name}},{{text_alert_criteria}},{{url_view_more}},{{url_stop_alert}},{{url_edit_alert}},{{url_account_dashboard}},{{text_item_title}},{{text_item_category}},{{text_item_description}},{{text_item_price}},{{url_item_main_photo}},{{text_posted_time}},{{url_ad_view}}",1,"new_adverts_in_last_x_hours|max_x_adverts","24|20","<b>Sending conditions:</b>Sent to a user that has set up email alerts for matching items. Sent: at a defined time each day if the search criteria returns any new adverts in last 24(X) hours. Max: 20(X) adverts.",0
"Someone has shared an advert","Someone has shared an advert","{{recipent_name}},{{sender_name}} ,{{text_item_title}},{{text_item_category}},{{text_item_description}},{{text_item_price}},{{url_item_main_photo}},{{text_posted_time}},{{url_ad_view}}",0,,,"<b>Sending conditions:</b>Sent to an email address entered by a user on the site when the choose to share an advert by email.",0
"Shared shortlist","Shared shortlist","{{recipient_name}},{{sender_first_name}},{{sender_last_name}},{{url_shortlist_view}},{{text_shortlist_name}},{{text_item_title}},{{text_item_category}},{{text_item_description}},{{text_item_price}},{{url_item_main_photo}},{{text_posted_time}},{{text_favourited}},{{url_ad_view}}",0,,,"<b>Sending conditions:</b>Sent to an email address entered by a user on the site when the choose to share a shortlist by email.",0
"Password reset confirmation","Password reset confirmation","{{user_first_name}},{{user_last_name}},{{user_email_address}}",0,,,"<b>Sending conditions:</b>Sent whenever user reset password",0
"Subscription billing receipt","Subscription billing receipt","{{user_first_name}},{{user_last_name}},{{text_package_name}},{{text_package_price}},{{business_name}},{{business_category}},{{url_account_dashboard}}",,,,"<b>Sending conditions:</b>Sent whenever an monthly payment is taken for a profile package.",0
"Payment not received","Payment not received","{{user_first_name}},{{user_last_name}},{{text_package_name}},{{text_package_price}},{{business_name}},{{business_category}},{{url_account_dashboard}}",,,,"<b>Sending conditions:</b>Sent whenever an automated monthly payment fails.",0
"Upgraded to Enhanced Profile Package Welcome","Upgraded to Enhanced Profile Package Welcome","{{user_first_name}},{{user_last_name}},{{business_name}},{{business_category}},{{text_package_name}},{{url_account_dashboard}}",,,,"<b>Sending conditions:</b>Sent to any user who has selected a paid or free trial Profile package",0
"Upgraded to Premium Profile Package Welcome","Upgraded to Premium Profile Package Welcome","{{user_first_name}},{{user_last_name}},{{business_name}},{{business_category}},{{text_package_name}},{{url_account_dashboard}}",,,,"<b>Sending conditions:</b>Sent to any user who has selected a paid or free trial Profile package",0
"Free Trial ending (5(X) days, have payment source)","Free Trial ending (5(X)  days, have payment source)","{{user_first_name}},{{user_last_name}},{{text_package_name}},{{text_package_price}},{{business_name}},{{business_category}},{{url_account_dashboard}}",1,"x_days_before_end_of_trail_period",5,"<b>Sending conditions:</b>Sent to any user on a one month free trial package, 5(X)  days before the end of the trial period.",0
"Your message is rejected","Your message is rejected","{{message_rejection_reason}},{{rejected_message}},{{user_first_name}},{{user_last_name}},{{business_name}},{{url_account_dashboard}},{{site_url}}",0,,,"<b>Sending conditions:</b>Sent to a user when their message is rejected by content moderation.We need to be able to display different text for the various reasons for rejection.",0
"Your review is rejected","Your review is rejected","{{review_rejection_reason}},{{reviewed_profile_name}},{{reviewer_profile_name}},{{review_ rating}},{{text_review_content}},{{user_first_name}},{{user_last_name}},{{business_name}},{{url_account_dashboard}},{{site_url}}",0,,,"<b>Sending conditions:</b>Sent to a user when their review is rejected by content moderation.We need to be able to display different text for the various reasons for rejection.",0
